"Text", "Query"
"Which political party of <A> was the leader of <B> ?"," SELECT DISTINCT var_uri WHERE brack_open <A> dbp_party var_uri sep_dot <B> dbo_leaderName var_uri brack_close"
How many groups have fought in wars where <A> fought too?,SELECT DISTINCT COUNT(var_uri) WHERE brack_open <A> dbp_battles var_x sep_dot var_x dbp_combatant var_uri  sep_dot var_x rdf_type dbo_MilitaryConflict brack_close
Is Another Lonely Night in New York by the musical band <A>?,ASK WHERE brack_open dbr_Another_Lonely_Night_in_New_York dbo_musicalBand <A> brack_close
To which settlement does <A> belong to?, SELECT DISTINCT var_uri WHERE brack_open <A> dbp_cities var_uri brack_close 
What are the albums whose artists have performed with the <A> Dream?,SELECT DISTINCT var_uri WHERE brack_open var_x dbo_associatedBand <A>_Dream sep_dot var_uri dbp_artist var_x  sep_dot var_uri rdf_type dbo_Album brack_close
Name the river on <A> ?, SELECT DISTINCT var_uri WHERE brack_open <A> dbo_river var_uri brack_close 
Did <A> edit <B>?,ASK WHERE brack_open <A> dbp_editing <B> brack_close
Which people are known for appearing on the television show <A>'s Den?,SELECT DISTINCT var_uri WHERE brack_open var_uri dbo_knownFor <A>s'_Den_(UK_TV_series)  sep_dot var_uri rdf_type dbo_Person brack_close
What university campuses are situated in <A>?,SELECT DISTINCT var_uri WHERE brack_open var_uri dbo_campus <A>  sep_dot var_uri rdf_type dbo_University brack_close
Who is the authority of <A> ?, SELECT DISTINCT var_uri WHERE brack_open <A> dbo_authority var_uri brack_close 
List some writers which speak one of the <A>.,SELECT DISTINCT var_uri WHERE brack_open var_x dbo_languageFamily <A> sep_dot var_uri dbp_language var_x  sep_dot var_uri rdf_type dbo_Writer brack_close
What are some awards given to people who were born in <A>?,SELECT DISTINCT var_uri WHERE brack_open var_x dbo_birthPlace <A> sep_dot var_x dbp_awards var_uri  sep_dot var_x rdf_type dbo_Person brack_close
<A> employes how many people?,SELECT DISTINCT COUNT(var_uri) WHERE brack_open var_uri dbp_employer <A>  sep_dot brack_close
What band has <A> and <B>?,SELECT DISTINCT var_uri WHERE brack_open var_uri dbp_currentMembers <A> sep_dot var_uri dbp_currentMembers <B> sep_dot var_uri rdf_type dbo_Band brack_close
Is the assembly of tofa ahin <A>?,ASK WHERE brack_open dbr_Tofaş_Şahin dbo_assembly <A> brack_close
Was the <A> narrated by <B>?,ASK WHERE brack_open <A> dbp_narrator <B> brack_close
Name some schools with a <A> as their mascot?,SELECT DISTINCT var_uri WHERE brack_open var_uri dbp_mascot <A> sep_dot var_uri rdf_type dbo_School brack_close
What has <A> written his books about?,SELECT DISTINCT var_uri WHERE brack_open var_x dbo_author <A> sep_dot var_x dbp_subject var_uri  sep_dot var_x rdf_type dbo_Book brack_close
In which state does the university which is the alma mater of <A> lie?,SELECT DISTINCT var_uri WHERE brack_open <A> dbp_almaMater var_x sep_dot var_x dbp_state var_uri  sep_dot var_x rdf_type dbo_University brack_close
Who voiced in <A> and <B>?,SELECT DISTINCT var_uri WHERE brack_open var_uri dbo_voice <A> sep_dot var_uri dbo_voice <B> sep_dot brack_close
Who is the owner of the bank where <A> works ?,SELECT DISTINCT var_uri WHERE brack_open <A> dbo_occupation var_x sep_dot var_x dbp_owner var_uri  sep_dot var_x rdf_type dbo_Bank brack_close
What are some US citizens famous for?,SELECT DISTINCT var_uri WHERE brack_open var_x dbo_nationality dbr_United_States sep_dot var_x dbo_knownFor var_uri  sep_dot brack_close
Who founded a company which served <A> ?,SELECT DISTINCT var_uri WHERE brack_open var_x dbo_regionServed <A> sep_dot var_x dbo_foundedBy var_uri  sep_dot brack_close
British people have edited which movies?,SELECT DISTINCT var_uri WHERE brack_open var_x dbo_birthPlace dbr_United_Kingdom sep_dot var_uri dbp_editing var_x  sep_dot var_uri rdf_type dbo_Film brack_close
Who is the leader of the town where the <A> originates?,SELECT DISTINCT var_uri WHERE brack_open <A> dbo_origin var_x sep_dot var_x dbo_leaderName var_uri  sep_dot var_x rdf_type dbo_Town brack_close
List the home town of the bands whose label is <A> ?,SELECT DISTINCT var_uri WHERE brack_open var_x dbp_label <A> sep_dot var_x dbo_hometown var_uri  sep_dot var_x rdf_type dbo_Band brack_close
Which broad cast area od <A> is the country of <B> ?, SELECT DISTINCT var_uri WHERE brack_open <A> dbo_broadcastArea var_uri sep_dot <B> dbo_country var_uri brack_close
List the subsequent work of the albums whose one of the subsequent work is <A>?,SELECT DISTINCT var_uri WHERE brack_open var_x dbo_subsequentWork <A> sep_dot var_x dbo_subsequentWork var_uri  sep_dot var_x rdf_type dbo_Album brack_close
Name some basketball players whose team is coached by <A>?,SELECT DISTINCT var_uri WHERE brack_open var_x dbo_coach <A> sep_dot var_uri dbp_team var_x  sep_dot var_uri rdf_type dbo_BasketballPlayer brack_close
Give me some administrators of bridges over which cars can go?,SELECT DISTINCT var_uri WHERE brack_open var_x dbp_carries dbr_Motor_vehicle sep_dot var_x dbo_maintainedBy var_uri  sep_dot var_x rdf_type dbo_Bridge brack_close
Who are some US <A>?,SELECT DISTINCT var_uri WHERE brack_open var_uri dbp_rank <A>_(United_States)  sep_dot brack_close
Where did <A> graduated ?, SELECT DISTINCT var_uri WHERE brack_open <A> dbo_education var_uri brack_close 
Was <A> cinematographed by <B>?,ASK WHERE brack_open <A> dbp_cinematography <B> brack_close
Count the different alma maters of people employed by the <A>,SELECT DISTINCT COUNT(var_uri) WHERE brack_open var_x dbp_employer <A> sep_dot var_x dbo_almaMater var_uri  sep_dot brack_close
What are the awards won by the person who is an authority of <A> ?,SELECT DISTINCT var_uri WHERE brack_open <A> dbp_binomialAuthority var_x sep_dot var_x dbp_awards var_uri  sep_dot var_x rdf_type dbo_Person brack_close
Where did <A> dies ?, SELECT DISTINCT var_uri WHERE brack_open <A> dbo_deathPlace var_uri brack_close 
How many universities are in the <A>?,SELECT DISTINCT COUNT(var_uri) WHERE brack_open var_uri dbo_athletics <A>  sep_dot brack_close
Which company developed the language designed by <A>?,SELECT DISTINCT var_uri WHERE brack_open var_x dbo_designer <A>_(computer_programmer) sep_dot var_x dbp_developer var_uri  sep_dot var_x rdf_type dbo_Language brack_close
What is the mascot of the army unit whose commander is <A> ?,SELECT DISTINCT var_uri WHERE brack_open var_x dbp_commander <A> sep_dot var_x dbp_mascot var_uri  sep_dot var_x rdf_type dbo_MilitaryUnit brack_close
What is the common citizenship between <A> and <B> ?, SELECT DISTINCT var_uri WHERE brack_open <A> dbo_citizenship var_uri sep_dot <B> dbo_country var_uri brack_close
Which country gave birth to the <A> and Start+Flug H101 aircrafts?,SELECT DISTINCT var_uri WHERE brack_open <A> dbp_nationalOrigin var_uri sep_dot dbr_Start_+_Flug_H-101 dbp_nationalOrigin var_uri sep_dot brack_close
Which religion followers are the members of <A>?,SELECT DISTINCT var_uri WHERE brack_open var_x dbp_party <A> sep_dot var_x dbo_religion var_uri  sep_dot brack_close
Where are <A> located which is also the state of origin for <B> ?, SELECT DISTINCT var_uri WHERE brack_open <A> dbo_stateOfOrigin var_uri sep_dot <B> dbp_locations var_uri brack_close
What is the workplace of <A> ?, SELECT DISTINCT var_uri WHERE brack_open <A> dbp_employer var_uri brack_close 
What are some things people born in <A> are famous for?,SELECT DISTINCT COUNT(var_uri) WHERE brack_open var_x dbp_placeOfBirth <A> sep_dot var_x dbp_knownFor var_uri  sep_dot brack_close
Where did Fort Lauderdale Strikers season of 16 take place?, SELECT DISTINCT var_uri WHERE brack_open dbr_2016_Fort_Lauderdale_Strikers_season dbo_ground var_uri brack_close 
Who is the founder of <A>?, SELECT DISTINCT var_uri WHERE brack_open <A> dbo_founder var_uri brack_close 
Who gave the musical score  of <A> ?, SELECT DISTINCT var_uri WHERE brack_open <A> dbo_musicBy var_uri brack_close 
Who are the spouse of the actors of <A>?,SELECT DISTINCT var_uri WHERE brack_open <A> dbo_starring var_x sep_dot var_x dbo_spouse var_uri  sep_dot brack_close
Count all that was built by a company whose leader is <A> ?,SELECT DISTINCT COUNT(var_uri) WHERE brack_open var_x dbp_keyPeople <A> sep_dot var_uri dbo_manufacturer var_x  sep_dot brack_close
Which producer of Wizards and the aliens is also the notable work of <A> ?, SELECT DISTINCT var_uri WHERE brack_open dbr_Wizards_vs_Aliens dbo_producer var_uri sep_dot <A> dbo_notableWork var_uri brack_close
Which coach of England national under 21 footbal team is also the coach of Aston Villa F.C season ?, SELECT DISTINCT var_uri WHERE brack_open dbr_England_national_under-21_football_team dbp_coach var_uri sep_dot dbr_2000–01_Aston_Villa_F.C._season dbp_name var_uri brack_close
For which band did <A> perform in the past?, SELECT DISTINCT var_uri WHERE brack_open var_uri dbp_pastMembers <A> brack_close 
Name the scientist who is known for inventing <A> and was a member of <B>?,SELECT DISTINCT var_uri WHERE brack_open var_uri dbo_knownFor <A> sep_dot var_uri dbp_prizes <B>  sep_dot var_uri rdf_type dbo_Scientist brack_close
Which show developed by <A> has theme music composed by <B> ?,SELECT DISTINCT var_uri WHERE brack_open var_uri dbp_developer <A> sep_dot var_uri dbp_themeMusicComposer <B>  sep_dot var_uri rdf_type dbo_TelevisionShow brack_close
Which builder has made <A> bridges?,SELECT DISTINCT var_uri WHERE brack_open var_x dbp_material <A> sep_dot var_x dbo_builder var_uri  sep_dot var_x rdf_type dbo_Bridge brack_close
What is the serving railway line of <A> ?, SELECT DISTINCT var_uri WHERE brack_open <A> dbo_servingRailwayLine var_uri brack_close 
How many different products are there of the companies located in the <A>?,SELECT DISTINCT COUNT(var_uri) WHERE brack_open var_x dbo_location <A> sep_dot var_x dbo_product var_uri  sep_dot brack_close
What is that river whose source gets water from the <A>?,SELECT DISTINCT var_uri WHERE brack_open var_x dbp_inflow <A> sep_dot var_uri dbo_source var_x  sep_dot var_uri rdf_type dbo_River brack_close
"How many licensee are there, of the radio stations whose area is <A> ?","SELECT DISTINCT COUNT(var_uri) WHERE brack_open var_x dbp_area <A> sep_dot var_x dbp_licensee var_uri  sep_dot brack_close"
What is the allegiance of the <A> and state of origin of the <A> ?, SELECT DISTINCT var_uri WHERE brack_open <A> dbp_allegiance var_uri sep_dot <A> dbo_stateOfOrigin var_uri brack_close
Who is the headcoach of 2008-09 Marquette Golden Eagles men's basketball team ?, SELECT DISTINCT var_uri WHERE brack_open dbr_2008–09_Marquette_Golden_Eagles_men's_basketball_team dbp_headcoach var_uri brack_close 
Who is the vice president of <A> ?, SELECT DISTINCT var_uri WHERE brack_open <A> dbo_vicePresident var_uri brack_close 
What is the name of the information appliance by <A> whose predecessor is <B>?,SELECT DISTINCT var_uri WHERE brack_open var_uri dbo_manufacturer <A> sep_dot var_uri dbp_predecessor <B>  sep_dot var_uri rdf_type dbo_InformationAppliance brack_close
Who is the monarch of <A> ?, SELECT DISTINCT var_uri WHERE brack_open <A> dbo_monarch var_uri brack_close 
What actor starred in Splash and is married to <A>?,SELECT DISTINCT var_uri WHERE brack_open dbr_Splash_(film) dbp_starring var_uri sep_dot <A> dbp_spouse var_uri sep_dot brack_close
What is the place of birth of <A> ?, SELECT DISTINCT var_uri WHERE brack_open <A> dbp_placeOfBirth var_uri brack_close 
What is the river on which the <A> Dam and Batoka Gorge Hydroelectirc power station exist?,SELECT DISTINCT var_uri WHERE brack_open <A> dbo_river var_uri sep_dot dbr_Batoka_Gorge_Hydroelectric_Power_Station dbo_river var_uri sep_dot brack_close
Players from how many teams have participated in the <A>?,SELECT DISTINCT COUNT(var_uri) WHERE brack_open var_x dbp_league <A> sep_dot var_x dbo_team var_uri  sep_dot var_uri rdf_type dbo_SportsTeam brack_close
What are some causes of death of <A>?,SELECT DISTINCT var_uri WHERE brack_open var_x dbo_ethnicity <A> sep_dot var_x dbo_deathCause var_uri  sep_dot brack_close
Did <A> create the Iceman comics?,ASK WHERE brack_open dbr_Iceman_(comics) dbp_creators <A> brack_close
What is the order of the Omar D. Conger where <A> was also the nominee ?, SELECT DISTINCT var_uri WHERE brack_open dbr_Omar_D._Conger dbp_order var_uri sep_dot <A> dbo_nominee var_uri brack_close
Which hockey team is coached by <A>?,SELECT DISTINCT var_uri WHERE brack_open var_uri dbp_headCoach <A>  sep_dot var_uri rdf_type dbo_HockeyTeam brack_close
Which battle of  Khalid bin Sultan was also the conflict of <A> ?, SELECT DISTINCT var_uri WHERE brack_open dbr_Khalid_bin_Sultan dbp_battles var_uri sep_dot <A> dbo_battle var_uri brack_close
What are the movies whose editor is <A>?,SELECT DISTINCT var_uri WHERE brack_open var_uri dbo_editing <A>  sep_dot var_uri rdf_type dbo_Film brack_close
List the music of <A> ? SELECT DISTINCT var_uri WHERE brack_open <A> dbp_music var_uri brack_close 
What are the television shows whose network's sister station is <A>?,SELECT DISTINCT var_uri WHERE brack_open var_x dbo_sisterStation <A> sep_dot var_uri dbo_network var_x  sep_dot var_uri rdf_type dbo_TelevisionShow brack_close
Where did the narrators of the <A> die?,SELECT DISTINCT var_uri WHERE brack_open <A> dbp_narrated var_x sep_dot var_x dbo_deathPlace var_uri  sep_dot brack_close
What are the relatives of the rugby player one of whose relatives is <A> ?,SELECT DISTINCT var_uri WHERE brack_open var_x dbp_relatives <A> sep_dot var_x dbo_relative var_uri  sep_dot var_x rdf_type dbo_RugbyPlayer brack_close
Who is the performer of <A> ?, SELECT DISTINCT var_uri WHERE brack_open <A> dbo_artist var_uri brack_close 
What are some families of mammals in the <A>?,SELECT DISTINCT var_uri WHERE brack_open var_x dbo_kingdom <A> sep_dot var_x dbo_family var_uri  sep_dot var_x rdf_type dbo_Mammal brack_close
Where is the headquarters of the public transit system which owns the <A> located ?,SELECT DISTINCT var_uri WHERE brack_open <A> dbo_owningOrganisation var_x sep_dot var_x dbp_headquarters var_uri  sep_dot var_x rdf_type dbo_PublicTransitSystem brack_close
How many things are people who died in <A> known for?,SELECT DISTINCT COUNT(var_uri) WHERE brack_open var_x dbp_deathPlace <A> sep_dot var_x dbo_knownFor var_uri  sep_dot brack_close
List down the important people of <A> ?, SELECT DISTINCT var_uri WHERE brack_open <A> dbp_keyPeople var_uri brack_close 
Which TV show's executive producer is <A> and composed by <B> ?,SELECT DISTINCT var_uri WHERE brack_open var_uri dbo_executiveProducer <A> sep_dot var_uri dbp_composer <B>  sep_dot var_uri rdf_type dbo_TelevisionShow brack_close
Does <A> have a division called Nintendo Entertainment Planning & Development?,ASK WHERE brack_open <A> dbp_divisions <A>_Entertainment_Planning_&_Development brack_close
Name the rivers which originate from within <A> ?,"SELECT DISTINCT var_uri WHERE brack_open var_x dbp_cities <A> sep_dot var_uri dbo_source var_x  sep_dot var_uri rdf_type dbo_River brack_close"
In how many nations is <A> a common food ingredient?,SELECT DISTINCT COUNT(var_uri) WHERE brack_open var_x dbo_ingredient <A> sep_dot var_x dbp_country var_uri  sep_dot var_uri rdf_type dbo_Country brack_close
Where do the rivers from <A> flow into?,SELECT DISTINCT var_uri WHERE brack_open var_x dbp_sourceRegion <A> sep_dot var_x dbp_mouthLocation var_uri  sep_dot var_x rdf_type dbo_River brack_close
Which football teams are in a city where <A> were the tenants?,SELECT DISTINCT var_uri WHERE brack_open var_x dbo_tenant <A> sep_dot var_uri dbo_locationCity var_x  sep_dot var_uri rdf_type dbo_AmericanFootballTeam brack_close
Who all have created new kinds of <A>?,SELECT DISTINCT var_uri WHERE brack_open var_x dbp_type <A> sep_dot var_x dbp_creator var_uri  sep_dot brack_close
"What country is <B> from, which also has the <A>?",SELECT DISTINCT var_uri WHERE brack_open <B> dbo_birthPlace var_uri sep_dot <A> dbo_country var_uri sep_dot brack_close
